Name,Profile,Tier,Gold,Silver,Bronze,Points
Sitmo,https://www.kaggle.com/sitmocom,master,1,2,0,136
waronzevon,https://www.kaggle.com/warvonzevon,expert,0,3,3,136
Michael Khalman,https://www.kaggle.com/khalmanm,expert,0,1,1,136
Li-Yuan Hung,https://www.kaggle.com/liyuan,expert,0,1,1,136
dhanson,https://www.kaggle.com/dhanson,expert,1,1,0,136
Tom,https://www.kaggle.com/tom1985,expert,0,2,0,136
Eugene,https://www.kaggle.com/eugene1751,expert,0,1,2,134
asme,https://www.kaggle.com/mailiham,expert,0,0,2,134
Mike Seville,https://www.kaggle.com/mikesev,expert,0,2,0,134
romasffm,https://www.kaggle.com/romasffm,expert,0,1,1,134
Buckaroo,https://www.kaggle.com/buckaroobanzai,expert,0,2,1,134
JonasR,https://www.kaggle.com/jonasrais,expert,0,2,0,134
kevin,https://www.kaggle.com/kkevin,master,1,2,1,133
Michael,https://www.kaggle.com/michael23,expert,1,1,0,133
yelongking,https://www.kaggle.com/yelongking,expert,0,0,3,133
Steve Poulson,https://www.kaggle.com/stevepoulson,expert,0,2,2,133
HeroZs,https://www.kaggle.com/herozs,expert,0,0,2,133
Vernon Lawhern,https://www.kaggle.com/vlawhern,expert,0,1,1,133
zenog,https://www.kaggle.com/zenog15462,expert,0,3,1,132
hilbert-space,https://www.kaggle.com/hilbertspace1,master,1,2,0,132
azk,https://www.kaggle.com/azk46112,expert,0,0,2,132
kerker,https://www.kaggle.com/kerker,master,2,0,0,132
Arc,https://www.kaggle.com/archertch,master,2,0,0,132
Hahaha,https://www.kaggle.com/felixgwu,master,2,0,0,132
Sammy,https://www.kaggle.com/sammy97238,master,2,0,0,132
Shan-Wei Lin,https://www.kaggle.com/b99902023,expert,2,0,0,132
acacam,https://www.kaggle.com/acacam,master,2,0,0,132
rockerman,https://www.kaggle.com/rockerman1,master,2,0,0,132
ej0cl6,https://www.kaggle.com/ej0cl6,master,2,0,0,132
Guava,https://www.kaggle.com/guava97477,master,2,0,0,132
KennyW,https://www.kaggle.com/kennyw,master,2,0,0,132
FishTung,https://www.kaggle.com/fishtung2,master,2,0,0,132
RNdindi,https://www.kaggle.com/rndindi,expert,0,1,1,132
cjlin,https://www.kaggle.com/cjlin105017,master,2,0,0,132
scarecrow,https://www.kaggle.com/sneogi,expert,0,2,0,132
dlop78,https://www.kaggle.com/dlop78,expert,0,2,0,132
sbennett,https://www.kaggle.com/sbennett,expert,0,1,1,132
perryism,https://www.kaggle.com/perryism,expert,0,2,0,132
Niteloser,https://www.kaggle.com/niteloser,expert,0,0,2,132
Jelena,https://www.kaggle.com/uzunovic,expert,0,0,2,131
RBan,https://www.kaggle.com/pseudocode,expert,0,0,2,131
NoFreeLunch,https://www.kaggle.com/nofreelunch,expert,0,1,1,130
Jon Williams,https://www.kaggle.com/jonwilliams,master,1,2,0,130
AnirbanDG,https://www.kaggle.com/anirbanstays,expert,0,0,2,130
lrd,https://www.kaggle.com/ldrumond,expert,0,2,1,129
Randy C,https://www.kaggle.com/randyc,expert,0,3,2,129
Tobias Domhan,https://www.kaggle.com/tdomhan,expert,0,1,1,129
Erik Larson,https://www.kaggle.com/eriklarson,expert,0,1,1,129
Tom van de Poll,https://www.kaggle.com/tomvandepoll,expert,1,0,1,129
Luc Nies,https://www.kaggle.com/lucnies,expert,1,0,1,129
Inez Wijnands,https://www.kaggle.com/inezwijnands,expert,1,0,1,129
robbertvdg,https://www.kaggle.com/robbertvdg,expert,1,0,1,129
gordania,https://www.kaggle.com/gordania,expert,0,2,0,129
VD,https://www.kaggle.com/vikasdesai,expert,1,0,1,128
dom7b5,https://www.kaggle.com/coreyabshire,expert,0,1,1,128
YR,https://www.kaggle.com/yr188737,expert,0,1,1,128
Jiaxin Shi,https://www.kaggle.com/jiaxin,expert,0,1,1,128
laoqi,https://www.kaggle.com/rodrigonogueira,expert,0,1,1,128
SuperBuffer,https://www.kaggle.com/superbuffer,expert,0,1,2,127
JackT,https://www.kaggle.com/jacktower,expert,0,3,3,127
John,https://www.kaggle.com/jxiesd,master,2,1,2,127
ParagonLight,https://www.kaggle.com/jingweixu,expert,0,1,1,127
Ryan Shiroma,https://www.kaggle.com/ryanshiroma,expert,0,0,2,127
Luke Metz,https://www.kaggle.com/lukemetz,expert,0,2,1,127
Nicole,https://www.kaggle.com/nwalasek,expert,0,2,0,127
Jeffrey Burkert,https://www.kaggle.com/jeffreyburkert,expert,1,1,4,126
hard2imagine,https://www.kaggle.com/hard2imagine,expert,0,2,0,126
Kevin,https://www.kaggle.com/srykevin,expert,0,1,1,126
Péter Kőrösi Szabó,https://www.kaggle.com/koszpe,expert,0,0,2,126
Biostatistician,https://www.kaggle.com/biostatistician,expert,0,1,2,126
Toma5692,https://www.kaggle.com/toma5692,expert,0,0,2,126
Qi Xin,https://www.kaggle.com/qixin2015,expert,0,2,0,126
Dorota Kapturkiewicz,https://www.kaggle.com/dokaptur,expert,0,0,2,126
deadbeatdawg,https://www.kaggle.com/deadbeatdawg,expert,0,4,3,125
Tigran Galstyan,https://www.kaggle.com/galstyantigran,expert,0,1,1,125
Filar,https://www.kaggle.com/bfilar,expert,0,1,1,124
Eric L. Lee,https://www.kaggle.com/miamiasheep,expert,0,1,1,124
JonathanGodwin,https://www.kaggle.com/jg8610,expert,0,0,1,124
LLC,https://www.kaggle.com/lichen,expert,1,0,2,123
Deepupai,https://www.kaggle.com/deepupai,expert,1,0,1,123
T.-W. Ko,https://www.kaggle.com/twave1,expert,0,1,1,123
Erin,https://www.kaggle.com/ledell,expert,0,0,2,123
Henrik,https://www.kaggle.com/hhedlund,expert,0,1,3,121
znuzzo,https://www.kaggle.com/znuzzo,expert,0,0,2,121
Gaussian,https://www.kaggle.com/askshuaib,expert,1,1,1,120
Vineet,https://www.kaggle.com/vineetgupta10,expert,1,0,1,120
Stephane Soulier,https://www.kaggle.com/ssoulier,expert,0,0,2,120
Brandon Kelly,https://www.kaggle.com/bckelly,expert,0,2,1,120
Wendy Hui,https://www.kaggle.com/translator,expert,0,1,1,120
Carlos Henrique Baia,https://www.kaggle.com/carloshenriquebaia,expert,0,1,1,119
Alex Prodan,https://www.kaggle.com/prodan,expert,0,1,1,119
Greg,https://www.kaggle.com/gregheinrich,expert,0,2,1,119
nravi,https://www.kaggle.com/nikilaravi,expert,0,1,1,119
arbrb,https://www.kaggle.com/l1norm,expert,0,0,2,118
andre.j,https://www.kaggle.com/andrejonasson,expert,0,0,2,118
cyberpunk,https://www.kaggle.com/fumanchu,expert,0,0,2,117
orukusaki,https://www.kaggle.com/orukusaki,expert,0,2,1,117
nor,https://www.kaggle.com/nor33855,expert,1,1,0,117
ragingphilip,https://www.kaggle.com/ragingphilip,expert,0,0,2,117
Roman K,https://www.kaggle.com/ggossamer,expert,0,1,1,117
gukras,https://www.kaggle.com/gukras,expert,0,1,1,117
gyborb,https://www.kaggle.com/gyborb,expert,0,0,2,117
Sebastian,https://www.kaggle.com/sebastianger,expert,0,2,0,117
loooooong,https://www.kaggle.com/longbui,expert,0,2,0,116
gypsy,https://www.kaggle.com/gsubramanian,expert,1,0,2,115
DataCanary,https://www.kaggle.com/datacanary,expert,0,0,2,115
YesSir,https://www.kaggle.com/cckk3333,expert,0,2,1,115
Rohit Sivaprasad,https://www.kaggle.com/rohits,expert,0,2,2,115
Dan F.,https://www.kaggle.com/yannig29,master,1,0,1,115
ejhumphrey,https://www.kaggle.com/ejhumphrey,master,1,1,0,115
The Clockwork,https://www.kaggle.com/surana,expert,0,1,1,115
Gustavo Malkomes,https://www.kaggle.com/gmalkomes,expert,0,0,2,115
kickData,https://www.kaggle.com/kickdata,expert,0,1,1,115
Riju Bhattacharyya,https://www.kaggle.com/rijubhattacharyya,expert,0,0,2,115
Greg Park,https://www.kaggle.com/gregorypark,expert,0,1,4,114
javidali,https://www.kaggle.com/javidali,expert,0,1,2,114
Mitrofan,https://www.kaggle.com/mitrofan,master,1,1,0,114
Ian McCulla,https://www.kaggle.com/ianmcculla,master,1,2,1,114
neggert,https://www.kaggle.com/neggert,expert,0,2,0,113
Alexandre KOWALCZYK,https://www.kaggle.com/alexandrekowalczyk,expert,0,0,3,113
Lolliedieb,https://www.kaggle.com/lolliedieb,expert,0,1,1,113
hjavan,https://www.kaggle.com/hjavan,expert,0,0,2,113
jorn79,https://www.kaggle.com/jorn79,expert,0,0,2,112
Christoph Molnar,https://www.kaggle.com/christophmolnar,expert,0,3,0,112
Michael Gerasimenko,https://www.kaggle.com/gerasimenko,master,1,1,3,112
Ando Saabas,https://www.kaggle.com/andosa,master,2,0,0,112
ADPR,https://www.kaggle.com/adpads,master,1,1,0,112
TheFum,https://www.kaggle.com/thefum,master,1,1,2,112
Samuel Thomas,https://www.kaggle.com/statsanalyst,expert,0,1,1,112
Rolf Schorpion,https://www.kaggle.com/rschorpion,expert,0,1,1,112
WenluZhang,https://www.kaggle.com/wenluzhang,expert,0,0,2,112
taozeng,https://www.kaggle.com/taozeng2015,expert,0,0,2,112
SnowBird,https://www.kaggle.com/snowbird,expert,1,0,1,111
BrenBarn,https://www.kaggle.com/brenbarn,expert,0,0,1,111
dhbrown,https://www.kaggle.com/dhbrown,expert,0,0,2,111
Omidh,https://www.kaggle.com/hamid2015ubc,expert,0,1,1,111
Lewis Griffin,https://www.kaggle.com/compassucl,master,2,1,0,110
redjava,https://www.kaggle.com/redjava,master,1,0,4,110
Yingwei Xin,https://www.kaggle.com/yingweixin,master,1,1,2,110
ywu,https://www.kaggle.com/ywu82278,master,1,0,2,110
Rohit Mundra,https://www.kaggle.com/rohitm92,expert,0,2,0,110
kevink,https://www.kaggle.com/kklonoff,expert,0,1,1,110
Avi Blinder,https://www.kaggle.com/aviblinder,expert,0,1,1,110
Jairo,https://www.kaggle.com/cugliari,master,1,1,0,109
Chris Russell,https://www.kaggle.com/chrisrussell1,expert,0,3,0,109
Antosny,https://www.kaggle.com/antosny,expert,0,1,1,109
Vida,https://www.kaggle.com/melvinvarughese,expert,0,0,2,109
sshawnuff,https://www.kaggle.com/sshawnuff,expert,0,0,2,109
Sven Dähne,https://www.kaggle.com/svendaehne,expert,0,1,1,109
Mathias Brandewinder,https://www.kaggle.com/brandewinder,expert,0,1,1,108
nakamichi,https://www.kaggle.com/nakamichi,expert,0,1,1,108
Yogesh,https://www.kaggle.com/yogeshd2612,expert,1,0,1,107
v_kalla,https://www.kaggle.com/vkalla,expert,0,1,1,107
PoolNightAndrew,https://www.kaggle.com/poolnightandrew,expert,1,1,0,107
Hrayr Harutyunyan,https://www.kaggle.com/harhro94,expert,0,1,1,107
Soraichi,https://www.kaggle.com/soraichi,expert,0,1,1,107
jl,https://www.kaggle.com/jjjlll,expert,0,0,3,106
Learning,https://www.kaggle.com/miaohengyuan,expert,0,0,2,106
John Clarke,https://www.kaggle.com/johnclarke,expert,0,2,1,105
Experiencor,https://www.kaggle.com/experiencor,expert,0,2,0,105
Dominik,https://www.kaggle.com/dominikp,expert,0,1,2,104
sketch,https://www.kaggle.com/sketch,expert,0,0,3,104
"Kai Xin, Thia",https://www.kaggle.com/thiakx,expert,0,1,1,104
Anthony Rios,https://www.kaggle.com/anrios,expert,0,2,0,104
Ashish Bansal,https://www.kaggle.com/bigdatascientist,expert,0,1,1,104
Eoin Lawless,https://www.kaggle.com/eoinlawless,expert,0,1,2,104
miaoski,https://www.kaggle.com/miaoski,expert,1,1,0,104
Tim Flynn,https://www.kaggle.com/tgflynn314,expert,0,2,1,103
blablubbb,https://www.kaggle.com/blablubbb,expert,0,1,1,103
pjreddie,https://www.kaggle.com/pjreddie,expert,0,4,0,102
Radia,https://www.kaggle.com/radia25049,expert,0,0,2,102
Tiago Zortea,https://www.kaggle.com/tiagozortea,expert,0,1,3,102
dbfc,https://www.kaggle.com/dbf2019,expert,0,0,2,102
Timur,https://www.kaggle.com/timurn,expert,0,1,1,101
Sushil Kumar,https://www.kaggle.com/sushilkumar0,expert,0,2,0,101
KwangKa,https://www.kaggle.com/kwangka,expert,0,1,1,100
stuart,https://www.kaggle.com/stuart5,master,1,1,0,99
Nuño Adam Castrillo,https://www.kaggle.com/nunoadam,expert,0,1,1,99
lostleaf,https://www.kaggle.com/lostleaf,expert,0,0,2,99
TimHale,https://www.kaggle.com/timhale,expert,0,0,2,99
Andrew Newell,https://www.kaggle.com/andrewnewell,master,2,0,0,98
Meng Ze,https://www.kaggle.com/zaythedatascientist,expert,0,1,1,98
Pavan,https://www.kaggle.com/pavanholla,expert,0,1,1,98
Vadim Lebedev,https://www.kaggle.com/cygnus,expert,1,0,2,98
Santhosh Sasanapuri,https://www.kaggle.com/santhoshsasanapuri,expert,0,1,1,98
Joseph Artsimovich,https://www.kaggle.com/josephartsimovich,expert,0,1,1,98
fedor,https://www.kaggle.com/galador,expert,0,1,1,98
John Wentworth,https://www.kaggle.com/johnswentworth,expert,0,1,1,97
mulitvariate,https://www.kaggle.com/mulitvariate,expert,0,0,2,97
mac475,https://www.kaggle.com/mac475,expert,0,0,2,97
Sagayamary Priti Joseph,https://www.kaggle.com/pritidominic,expert,0,2,0,97
mubi,https://www.kaggle.com/xinkou,expert,0,0,2,97
Chris,https://www.kaggle.com/cdubois,master,1,2,1,96
godstone,https://www.kaggle.com/ottucsak,expert,0,2,0,96
Quentin Jerome,https://www.kaggle.com/quentinjerome,expert,0,0,3,96
Erin Mills,https://www.kaggle.com/erinmills,expert,0,1,1,96
BobLi,https://www.kaggle.com/t36li1990,expert,0,0,2,96
DiKi,https://www.kaggle.com/diki31895,expert,0,2,0,95
LMG,https://www.kaggle.com/lmg46383,master,1,1,3,94
JJDS,https://www.kaggle.com/zhiqiang,expert,0,3,0,94
Kyle,https://www.kaggle.com/kylechung,expert,1,1,0,94
Invertino,https://www.kaggle.com/ilyapopov,expert,0,1,1,94
Konkuk,https://www.kaggle.com/kpmgdallas,expert,0,2,0,93
Mausumi Kumari,https://www.kaggle.com/mausumikumari,expert,0,1,1,93
chenchen1991,https://www.kaggle.com/chenchen1991,expert,0,3,0,92
K-czar,https://www.kaggle.com/kczar6,master,1,2,0,92
beniz,https://www.kaggle.com/bbeniz,expert,0,0,2,92
mk,https://www.kaggle.com/markvader,expert,0,1,1,92
choudharydhruv,https://www.kaggle.com/choudharydhruv,expert,0,1,1,92
econoraptor,https://www.kaggle.com/econoraptor,expert,0,1,1,92
Mikalai Drabovich,https://www.kaggle.com/drabovich,expert,0,1,3,91
Neta,https://www.kaggle.com/barkay,expert,0,0,3,91
Flux,https://www.kaggle.com/solarflux,expert,0,2,0,91
Yu Shiu,https://www.kaggle.com/yushiu,expert,1,1,0,91
ysjh2010,https://www.kaggle.com/ysjh2010,master,2,0,0,91
hobbes_kaggler,https://www.kaggle.com/steveroll,expert,0,1,1,91
Lauren,https://www.kaggle.com/lauren7,expert,0,2,0,91
Sean Bowman,https://www.kaggle.com/seanbowman,expert,0,1,2,91
Josh,https://www.kaggle.com/tr09d0r,expert,0,0,2,91
jansoe,https://www.kaggle.com/jansoe,master,2,2,1,90
Jputrevu,https://www.kaggle.com/jputrevu,expert,0,1,1,90
hxu,https://www.kaggle.com/hxu29174,expert,0,1,3,90
Raghavendra Ganesh,https://www.kaggle.com/raghud,expert,0,2,0,90
Lucas,https://www.kaggle.com/lucasdeng,expert,0,2,0,90
Ryan,https://www.kaggle.com/rnburn,expert,0,1,1,90
Liam Damewood,https://www.kaggle.com/liamdamewood,expert,0,1,1,90
ferranantoni,https://www.kaggle.com/ferranantoni,expert,0,2,1,89
piecurus,https://www.kaggle.com/piecurus,expert,1,0,1,89
David Ledbetter,https://www.kaggle.com/davidledbetter,master,1,1,0,89
fantom-ass,https://www.kaggle.com/fantomass,expert,0,0,2,89
Shumarci,https://www.kaggle.com/shumarci,expert,0,1,1,88
TeamSMRT,https://www.kaggle.com/teamsmrt,expert,0,0,5,88
ARL-J,https://www.kaggle.com/jheyun,expert,1,0,1,88
9thbit,https://www.kaggle.com/n9thbit,expert,0,2,1,88
Tyler Drake,https://www.kaggle.com/wetbeak,expert,0,2,0,88
Sanjeev Kumar,https://www.kaggle.com/sanjeevkumar0,expert,0,0,2,88
Jiaming Kong,https://www.kaggle.com/jiamingkong,expert,0,0,2,88
Keith Bartley,https://www.kaggle.com/bartleyneuro,expert,0,0,2,88
Jeffrey Yufei Liu,https://www.kaggle.com/jeffreyyufeiliu,expert,2,0,0,87
Alemi,https://www.kaggle.com/alexalemi,expert,0,1,1,87
alsafr,https://www.kaggle.com/alsafr,master,2,1,2,87
seylom ayivi,https://www.kaggle.com/seylom,expert,0,0,2,87
Big Bear,https://www.kaggle.com/bigbear,expert,0,2,1,87
Michael Chang,https://www.kaggle.com/mchangun,expert,0,1,4,87
Neklyudov Kirill,https://www.kaggle.com/kirusha,expert,0,0,2,87
Alfredo Kalaitzis,https://www.kaggle.com/alkalait,expert,0,2,0,86
bnnkong2099,https://www.kaggle.com/bnnkong2099,master,1,0,1,86
abcmeta,https://www.kaggle.com/abcmeta,expert,0,1,1,86
Ant Lo,https://www.kaggle.com/anthonyhplo,expert,0,1,1,86
Ragauss,https://www.kaggle.com/ragauss,master,2,0,1,85
CihanBaran,https://www.kaggle.com/cihanb,expert,0,1,1,85
Xiaocong Liang,https://www.kaggle.com/xiaocongliang,master,2,0,1,85
Paul Rigby,https://www.kaggle.com/paulrigby,expert,0,0,2,85
shk,https://www.kaggle.com/shk47741,expert,0,2,1,85
Kyle Beauchamp,https://www.kaggle.com/kyleabeauchamp,expert,0,0,2,85
mewertowska,https://www.kaggle.com/mewertowska,expert,0,0,2,85
javaCoffee,https://www.kaggle.com/intellijawa,expert,0,1,1,85
someone,https://www.kaggle.com/someone4,expert,0,2,0,85
rinkal patel,https://www.kaggle.com/rinkal,expert,0,0,2,85
miam le yuka,https://www.kaggle.com/miamtheyuka,expert,0,0,2,85
Santi,https://www.kaggle.com/sdvillal,expert,0,2,1,84
nhan vu,https://www.kaggle.com/nhanitvn,expert,1,1,0,84
Maheshakya,https://www.kaggle.com/maheshakya,expert,0,0,2,84
Lakshmi Krishnan,https://www.kaggle.com/lakshmikrishnan,expert,0,0,2,84
Luke Bornn,https://www.kaggle.com/lukebornn,master,2,0,1,84
AI,https://www.kaggle.com/oivanov,expert,0,0,2,84
Ricardo Otero,https://www.kaggle.com/ricotero,expert,0,0,2,83
swaller,https://www.kaggle.com/swaller,expert,0,1,1,83
Vivek Allu,https://www.kaggle.com/vivekallu,expert,0,0,2,82
GWdata,https://www.kaggle.com/gwdata,expert,0,1,1,81
mmyers,https://www.kaggle.com/mmyers,expert,0,0,2,81
Emanuele,https://www.kaggle.com/emanuele,expert,0,2,2,80
andrew,https://www.kaggle.com/andrewchou,master,1,1,0,80
Analytic Bastard,https://www.kaggle.com/analyticbastard,master,0,1,0,80
Maksud,https://www.kaggle.com/maksudi,expert,0,0,2,80
Stumpy,https://www.kaggle.com/felkelbh,expert,0,1,1,80
Ehsan Saghapour,https://www.kaggle.com/saghapour,expert,0,0,2,80
evgenyk,https://www.kaggle.com/evgenykovalenko,expert,0,0,2,79
Iris,https://www.kaggle.com/zjjxsjh,expert,0,1,1,79
Oswaldo Ludwig,https://www.kaggle.com/oswaldoludwig,expert,0,0,3,78
Jacob_M,https://www.kaggle.com/jacobm,expert,0,0,2,78
Furinkazan,https://www.kaggle.com/fuurinkazan,expert,0,0,2,78
Derek Larson,https://www.kaggle.com/dereklarson,expert,0,1,1,78
Nathaniel Ramm,https://www.kaggle.com/rambeaux,expert,1,0,1,77
How Jing,https://www.kaggle.com/howjing,expert,0,1,1,77
ductoan0503,https://www.kaggle.com/ductoan0503,master,2,0,1,77
yz,https://www.kaggle.com/blackswift,master,2,1,0,76
Xingyuan Yuan,https://www.kaggle.com/xingyuanyuan,expert,0,0,2,76
Xuan Liu,https://www.kaggle.com/xuanliu,expert,0,1,1,76
Brian Elwell,https://www.kaggle.com/brianelwell,master,1,5,6,75
Maxim Shatskiy,https://www.kaggle.com/maximshatskiy,expert,0,0,2,75
chausler,https://www.kaggle.com/chausler,master,2,2,0,75
Daqi Ji,https://www.kaggle.com/jidaqi,expert,1,0,2,75
caimin,https://www.kaggle.com/caimin,expert,0,0,2,75
Thibaud Sénéchal,https://www.kaggle.com/thibaudsenechal,expert,0,2,0,75
Mineaholic,https://www.kaggle.com/geojgs,expert,0,0,2,75
gavinmh,https://www.kaggle.com/gavinmh,expert,0,0,2,75
liwo liht,https://www.kaggle.com/liwoliht,expert,0,3,1,74
Marcus Marrow,https://www.kaggle.com/mmarrow,expert,0,1,1,74
Rainman,https://www.kaggle.com/rainman,expert,0,0,2,74
Vitaliy Krasko,https://www.kaggle.com/vitaliykrasko,expert,0,1,2,74
Vijay Desai,https://www.kaggle.com/vijayvd,expert,0,2,2,73
crcstr,https://www.kaggle.com/btamasi,expert,0,0,2,73
Madison May,https://www.kaggle.com/madisonmay,expert,0,2,1,73
anonymous13,https://www.kaggle.com/anonymous13,expert,0,2,0,73
Victorus,https://www.kaggle.com/victorus,expert,0,1,1,72
ssh,https://www.kaggle.com/shulgin,expert,0,1,1,72
Kai Zhou,https://www.kaggle.com/zkfairytale,expert,0,1,2,72
Alejandro Dubrovsky,https://www.kaggle.com/alejandrodubrovsky,expert,0,2,0,71
blackjack,https://www.kaggle.com/luz1988,master,1,1,0,71
shallybu,https://www.kaggle.com/shallybu,expert,0,0,2,70
Amélie Rolland,https://www.kaggle.com/amelierolland,expert,0,1,1,70
codeexpress,https://www.kaggle.com/codeexpress,master,2,0,0,69
avine,https://www.kaggle.com/andrewvine,expert,1,0,1,69
Marc,https://www.kaggle.com/mbatty,expert,0,1,1,69
Nancy R.,https://www.kaggle.com/nancyr,expert,0,2,0,69
Finlay Maguire,https://www.kaggle.com/finlaymaguire,expert,0,1,1,69
dragos,https://www.kaggle.com/dragos1,expert,0,1,1,69
Sunu A,https://www.kaggle.com/sunu3848,expert,0,1,1,69
Suraj Rajappan,https://www.kaggle.com/surajrajappan,expert,0,1,1,69
jmalicki,https://www.kaggle.com/jmalicki,master,1,1,0,68
Navin K,https://www.kaggle.com/navink,expert,0,1,2,68
ECNUCS,https://www.kaggle.com/ecnucs,expert,0,0,2,68
Nicolas,https://www.kaggle.com/nicolas38700,expert,0,2,0,68
Jacopo Hirschstein,https://www.kaggle.com/jacopohirschstein,expert,0,2,1,68
Josh Vredevoogd,https://www.kaggle.com/cleverless,expert,0,1,1,68
Volker Strobel,https://www.kaggle.com/pold87,expert,0,0,2,68
Y. Li,https://www.kaggle.com/datacooking,expert,0,1,1,67
Nicholas Hamilton,https://www.kaggle.com/adpowers,expert,0,1,1,67
thebusyant,https://www.kaggle.com/thebusyant,expert,0,0,2,67
Fluttershy,https://www.kaggle.com/fluttershy0,master,1,2,0,67
Emily Y. Lu,https://www.kaggle.com/largeradish,expert,0,2,1,66
M&M Partners,https://www.kaggle.com/mmpartners,expert,0,1,1,66
Blazej Wieliczko,https://www.kaggle.com/bwieliczko,master,1,0,3,66
Karan Sarao,https://www.kaggle.com/karansarao,expert,0,1,1,66
Daria,https://www.kaggle.com/daria10793,expert,0,1,1,66
knulp79,https://www.kaggle.com/knulp79,expert,0,2,0,66
John W.,https://www.kaggle.com/johnw1,expert,0,0,3,66
namir_K,https://www.kaggle.com/namilkim,expert,0,0,2,66
Donald Wedding,https://www.kaggle.com/dwedding,expert,0,0,2,65
anamnesis,https://www.kaggle.com/anamnesis,master,2,0,1,65
Alec Y.,https://www.kaggle.com/alecy92513,master,2,0,1,65
James Groeneveld,https://www.kaggle.com/cptplanet,master,2,0,1,65
Alexander Franks,https://www.kaggle.com/alexanderfranks,master,2,0,1,65
